lat,long,alt,time
-35.3632608,149.1652314,9.710000000000036,0.1
-35.3632608,149.1652314,9.710000000000036,0.30000000000000004
-35.363261,149.1652317,9.759999999999991,0.5
-35.363261,149.1652317,9.759999999999991,0.7
-35.3632611,149.165232,9.779999999999973,0.8999999999999999
-35.3632611,149.165232,9.779999999999973,1.0999999999999999
-35.3632612,149.1652322,9.809999999999945,1.3
-35.3632612,149.1652322,9.809999999999945,1.5000000000000002
-35.3632612,149.1652322,9.809999999999945,1.7000000000000004
-35.3632611,149.165232,9.840000000000032,1.9000000000000006
-35.3632611,149.165232,9.840000000000032,2.1000000000000005
-35.3632609,149.1652313,9.860000000000014,2.3000000000000007
-35.3632609,149.1652313,9.860000000000014,2.500000000000001
-35.3632603,149.1652303,9.889999999999986,2.700000000000001
-35.3632603,149.1652303,9.889999999999986,2.9000000000000012
-35.3632595,149.1652291,9.909999999999968,3.1000000000000014
-35.3632595,149.1652291,9.909999999999968,3.3000000000000016
-35.3632586,149.1652279,9.92999999999995,3.5000000000000018
-35.3632586,149.1652279,9.92999999999995,3.700000000000002
-35.3632586,149.1652279,9.92999999999995,3.900000000000002
-35.3632577,149.1652267,9.950000000000045,4.100000000000001
-35.3632577,149.1652267,9.950000000000045,4.300000000000001
-35.3632569,149.1652257,9.970000000000027,4.5
-35.3632569,149.1652257,9.970000000000027,4.699999999999999
-35.3632569,149.1652257,9.970000000000027,4.899999999999999
-35.3632561,149.1652249,9.980000000000018,5.099999999999998
-35.3632561,149.1652249,9.980000000000018,5.299999999999997
-35.3632553,149.1652241,9.990000000000009,5.4999999999999964
-35.3632553,149.1652241,9.990000000000009,5.699999999999996
-35.3632547,149.1652233,9.990000000000009,5.899999999999995
-35.3632547,149.1652233,9.990000000000009,6.099999999999994
-35.3632547,149.1652233,9.990000000000009,6.299999999999994
-35.363254,149.1652226,10.0,6.499999999999993
-35.363254,149.1652226,10.0,6.699999999999992
-35.3632534,149.1652219,10.0,6.8999999999999915
-35.3632534,149.1652219,10.0,7.099999999999991
-35.3632527,149.1652211,10.009999999999991,7.29999999999999
-35.3632527,149.1652211,10.009999999999991,7.499999999999989
-35.3632521,149.1652203,10.009999999999991,7.699999999999989
-35.3632521,149.1652203,10.009999999999991,7.899999999999988
-35.3632514,149.1652195,10.009999999999991,8.099999999999987
-35.3632514,149.1652195,10.009999999999991,8.299999999999986
-35.3632514,149.1652195,10.009999999999991,8.499999999999986
-35.3632506,149.1652186,10.019999999999982,8.699999999999985
-35.3632506,149.1652186,10.019999999999982,8.899999999999984
-35.3632499,149.1652176,10.019999999999982,9.099999999999984
-35.3632499,149.1652176,10.019999999999982,9.299999999999983
-35.3632499,149.1652176,10.019999999999982,9.499999999999982
-35.3632491,149.1652167,10.019999999999982,9.699999999999982
-35.3632491,149.1652167,10.019999999999982,9.89999999999998
-35.3632482,149.1652157,10.019999999999982,10.09999999999998
-35.3632482,149.1652157,10.019999999999982,10.29999999999998
-35.3632473,149.1652147,10.029999999999973,10.499999999999979
-35.3632473,149.1652147,10.029999999999973,10.699999999999978
-35.3632473,149.1652147,10.029999999999973,10.899999999999977
-35.3632463,149.1652137,10.029999999999973,11.099999999999977
-35.3632463,149.1652137,10.029999999999973,11.299999999999976
-35.3632454,149.1652126,10.029999999999973,11.499999999999975
-35.3632454,149.1652126,10.029999999999973,11.699999999999974
-35.3632454,149.1652126,10.029999999999973,11.899999999999974
-35.3632444,149.1652115,10.029999999999973,12.099999999999973
-35.3632444,149.1652115,10.029999999999973,12.299999999999972
-35.3632435,149.1652104,10.029999999999973,12.499999999999972
-35.3632435,149.1652104,10.029999999999973,12.69999999999997
-35.3632426,149.1652092,10.039999999999964,12.89999999999997
-35.3632426,149.1652092,10.039999999999964,13.09999999999997
-35.3632426,149.1652092,10.039999999999964,13.299999999999969
-35.3632417,149.1652081,10.039999999999964,13.499999999999968
-35.3632417,149.1652081,10.039999999999964,13.699999999999967
-35.3632407,149.1652069,10.039999999999964,13.899999999999967
-35.3632407,149.1652069,10.039999999999964,14.099999999999966
-35.3632407,149.1652069,10.039999999999964,14.299999999999965
-35.3632397,149.1652058,10.039999999999964,14.499999999999964
-35.3632397,149.1652058,10.039999999999964,14.699999999999964
-35.3632387,149.1652046,10.039999999999964,14.899999999999963
-35.3632387,149.1652046,10.039999999999964,15.099999999999962
-35.3632377,149.1652034,10.039999999999964,15.299999999999962
-35.3632377,149.1652034,10.039999999999964,15.499999999999961
-35.3632377,149.1652034,10.039999999999964,15.69999999999996
-35.3632366,149.1652021,10.039999999999964,15.89999999999996
-35.3632366,149.1652021,10.039999999999964,16.09999999999996
-35.3632356,149.1652008,10.049999999999955,16.29999999999996
-35.3632356,149.1652008,10.049999999999955,16.499999999999964
-35.3632356,149.1652008,10.049999999999955,16.699999999999967
-35.3632345,149.1651995,10.049999999999955,16.89999999999997
-35.3632345,149.1651995,10.049999999999955,17.099999999999973
-35.3632335,149.1651982,10.049999999999955,17.299999999999976
-35.3632335,149.1651982,10.049999999999955,17.49999999999998
-35.3632324,149.1651968,10.049999999999955,17.69999999999998
-35.3632324,149.1651968,10.049999999999955,17.899999999999984
-35.3632324,149.1651968,10.049999999999955,18.099999999999987
-35.3632314,149.1651954,10.049999999999955,18.29999999999999
-35.3632314,149.1651954,10.049999999999955,18.499999999999993
-35.3632303,149.165194,10.059999999999945,18.699999999999996
-35.3632303,149.165194,10.059999999999945,18.9
-35.3632303,149.165194,10.059999999999945,19.1
-35.3632291,149.1651926,10.059999999999945,19.300000000000004
